,tier,prequel_featured_count,category_Docu-Series,category_Documentary Features,season_number,current_year_budget,prequel_count,category_International,category_Kids & Family,category_Pay1,category_Popcorn,category_Scripted Comedy Series,category_Scripted Drama Series,category_Scripted Features,category_Specials,category_Unscripted Series,match_id,title_name
0,0.2085757851600647,0.1385943442583084,0.00649467296898365,0.007403133902698755,0.010551052168011665,0.01504285354167223,0.1666063666343689,0.004945003427565098,0.008394699543714523,0.012941563501954079,0.3729996681213379,0.005242392886430025,0.007955175824463367,0.020469723269343376,0.011099927127361298,0.0026836118195205927,GV7xdwg1cosPDWwEAAABT-5,Insecure
0,0.045302439481019974,0.03387518972158432,0.0033895617816597223,0.0056578475050628185,0.003981807269155979,0.0061323922127485275,0.030741756781935692,0.002846177900210023,0.0021446149330586195,0.0077483272179961205,0.825373113155365,0.004984843544661999,0.010829931125044823,0.010629278607666492,0.004510794300585985,0.0018519075820222497,GVU2cCgUFTYNJjhsJATuH-8,Last Week Tonight with John Oliver
0,0.013608478009700775,0.009060155600309372,0.0016319922870025039,0.002011548262089491,0.0015836380189284682,0.003476212965324521,0.0046275919303298,0.0016205842839553952,0.0008338999468833208,0.003379252040758729,0.9436818361282349,0.0012664288515225053,0.0045211436226964,0.004088147077709436,0.003930977545678616,0.000678132229950279,GW79voAQfEsN5wwEAAADo-4,Axios
0,0.24867329001426697,0.11431489884853363,0.006551516242325306,0.0077551077120006084,0.014038166031241417,0.018530111759901047,0.17109991610050201,0.005936192348599434,0.009116105735301971,0.016176696866750717,0.3376936614513397,0.003979026339948177,0.007317137438803911,0.024939974769949913,0.010551247745752335,0.003326893551275134,GWukCJAq-nIuHwwEAAAB4-3,Succession
0,0.2450118362903595,0.04973476007580757,0.08171087503433228,0.03499698266386986,0.04786399006843567,0.055769722908735275,0.1244630441069603,0.02439696155488491,0.01882784813642502,0.03350206837058067,0.0,0.02903757616877556,0.1114606186747551,0.0660952553153038,0.05879795551300049,0.018330492079257965,GX0P9SwLUP4vDIQEAAAAe,Class Action Park
0,0.1860155165195465,0.06483764201402664,0.0880085676908493,0.03583484888076782,0.05376402288675308,0.06661895662546158,0.04913284629583359,0.024349451065063477,0.024957366287708282,0.04065566137433052,0.0,0.036208122968673706,0.12655925750732422,0.12112075835466385,0.06006266921758652,0.021874340251088142,GX0WFcAlf5r5cuAEAAADu-1,Raised by Wolves
0,0.2544138431549072,0.07888519018888474,0.10183639824390411,0.03582027181982994,0.041190505027770996,0.11479100584983826,0.026539810001850128,0.025342151522636414,0.026467198505997658,0.04001999646425247,0.0,0.032645534723997116,0.07979274541139603,0.052476491779088974,0.07161552459001541,0.01816333830356598,GX0_18wy2RrCttQEAAARx-1,Patria
0,0.18771997094154358,0.08221808075904846,0.07570770382881165,0.04181447997689247,0.035303834825754166,0.06783701479434967,0.06262262910604477,0.022306574508547783,0.021548660472035408,0.044341325759887695,0.0,0.018023617565631866,0.08257189393043518,0.18906699120998383,0.05284201353788376,0.01607520505785942,GX0aLWQmkpBTCwwEAAANI,Wild Card: The Downfall of a Radio Loudmouth
0,0.13576480746269226,0.12363418191671371,0.06663136929273605,0.04081721603870392,0.037558674812316895,0.053826093673706055,0.12153158336877823,0.017936334013938904,0.017639918252825737,0.04357728734612465,0.0,0.019659070298075676,0.0857417955994606,0.160213440656662,0.06049054116010666,0.01497763954102993,GX0aOXAiLMxTCwwEAAANL-1,The Undoing
0,0.2131272256374359,0.08269745111465454,0.07976096868515015,0.030420120805501938,0.03932756558060646,0.14004622399806976,0.05008673295378685,0.020956063643097878,0.02524048276245594,0.033629752695560455,0.0,0.02649974636733532,0.10407872498035431,0.06709553301334381,0.05673201382160187,0.03030136413872242,GX0gQ9AKAgr5cuAEAAAG_-2,The Great Pottery Throw Down
0,0.1671808809041977,0.14142197370529175,0.003262710990384221,0.00873629841953516,0.010256033390760422,0.011205984279513359,0.1160806268453598,0.009796882048249245,0.002373571041971445,0.010727104730904102,0.47473618388175964,0.004022876266390085,0.01002462301403284,0.0164752509444952,0.008531908504664898,0.005166982766240835,GX0gQ9AKAgr5cuAEAAAG_-4,The Great Pottery Throw Down
0,0.1892343908548355,0.07424688339233398,0.07168225944042206,0.02699405699968338,0.041983235627412796,0.14375580847263336,0.02030029334127903,0.020734764635562897,0.021586120128631592,0.03063054196536541,0.0,0.029642799869179726,0.18490295112133026,0.08095460385084152,0.04962116852402687,0.013730156235396862,GX1AF4QPcoYaMwgEAAAQ5,Unpregnant
0,0.16515730321407318,0.062175504863262177,0.09027588367462158,0.04546249285340309,0.046428438276052475,0.08878335356712341,0.05525403097271919,0.03328295797109604,0.03367442637681961,0.05558932200074196,0.0,0.05724329873919487,0.11352212727069855,0.05424854904413223,0.07477908581495285,0.024123184382915497,GX1ov6AqU1cLCTQEAAAFp,"Siempre, Luis"
0,0.21941614151000977,0.18450675904750824,0.006357087288051844,0.0083864014595747,0.010599427856504917,0.01648370921611786,0.14243967831134796,0.0056853992864489555,0.008380002342164516,0.015272896736860275,0.3270374536514282,0.0035078106448054314,0.009675370529294014,0.02818148210644722,0.010076824575662613,0.003993561491370201,GX1pL-A4sIcMslAEAAAAy-2,How To with John Wilson
0,0.24796785414218903,0.060039352625608444,0.08720241487026215,0.03016355074942112,0.03663140535354614,0.07500983774662018,0.1131233498454094,0.022088566794991493,0.027585500851273537,0.03601904958486557,0.0,0.04171121120452881,0.10316866636276245,0.04713020846247673,0.05821198225021362,0.013947057537734509,GX23urwuo4MNYwwEAAAPq-1,A World of Calm
0,0.18629248440265656,0.06327670812606812,0.07361925393342972,0.04289420694112778,0.03549909219145775,0.0869315043091774,0.06593448668718338,0.02310767024755478,0.02525353617966175,0.049165029078722,0.0,0.037772681564092636,0.07648354768753052,0.17372213304042816,0.047455355525016785,0.01259226631373167,GX24uiQjwE7TDLwEAAAAC-2,Gomorrah
0,0.01270115002989769,0.007392384111881256,0.0009343791170977056,0.0014571849023923278,0.0009494788246229291,0.0017391330329701304,0.0024432542268186808,0.0008961047860793769,0.0005336709436960518,0.002125565893948078,0.9612377882003784,0.0010726044420152903,0.0023699256125837564,0.002484489930793643,0.0011772556463256478,0.0004856342275161296,GX24uiQjwE7TDLwEAAAAC-3,Gomorrah
0,0.18874607980251312,0.11891289800405502,0.05797332897782326,0.038290198892354965,0.03631625324487686,0.04102521017193794,0.11983425170183182,0.018018921837210655,0.019314920529723167,0.04504316672682762,0.0,0.035642173141241074,0.07719844579696655,0.13195393979549408,0.057444751262664795,0.01428542472422123,GX3HsnA0FlSjDDgEAAAAC-1,Equal
0,0.23546910285949707,0.06494737416505814,0.08494195342063904,0.03859059512615204,0.04088646173477173,0.0849069356918335,0.08533120900392532,0.02539133094251156,0.02274486795067787,0.05135506018996239,0.0,0.045612722635269165,0.09412068128585815,0.047360680997371674,0.061817701905965805,0.01652335561811924,GX3Oo8gHLjKHCwwEAAAEk,Charm City Kings
0,0.1783948838710785,0.0651756078004837,0.0664471983909607,0.033395130187273026,0.03447839617729187,0.11171611398458481,0.07890871912240982,0.021330537274479866,0.020350569859147072,0.048832718282938004,0.0,0.0328243263065815,0.07356869429349899,0.1634654551744461,0.04967820644378662,0.02143346704542637,GX3TEiA2gIxmDbAEAAAGu-1,One Way or Another
0,0.16454851627349854,0.18118835985660553,0.005959273781627417,0.008415921591222286,0.009051856584846973,0.01573348417878151,0.15008307993412018,0.00811361987143755,0.006865072064101696,0.01212087832391262,0.3859305679798126,0.002505070995539427,0.007658109534531832,0.02552860602736473,0.013513115234673023,0.002784476848319173,GX3Uw2AN9CaHCwwEAAALT-3,Titans
0,0.22738772630691528,0.12092532962560654,0.00727896997705102,0.008813555352389812,0.01154473889619112,0.01724681816995144,0.16254675388336182,0.00519542908295989,0.00909353606402874,0.015339983627200127,0.36072221398353577,0.004747667815536261,0.007886748760938644,0.02853206917643547,0.009510000236332417,0.003228375455364585,GX3ZDNQA_j8LCSgEAAAXR-4,Young Justice
0,0.15437005460262299,0.0852256491780281,0.04912701994180679,0.045482389628887177,0.03670975938439369,0.07922913879156113,0.11740963906049728,0.032908063381910324,0.021058369427919388,0.04028085246682167,0.0,0.05924065783619881,0.09359600394964218,0.12385252118110657,0.04681388661265373,0.014695972204208374,GX3dOFgSA-4uZmAEAAAAi-1,Industry
0,0.174454003572464,0.10721676796674728,0.048982951790094376,0.034917064011096954,0.03700685128569603,0.07437026500701904,0.0827978253364563,0.03705644980072975,0.022142253816127777,0.032154206186532974,0.0,0.04069191962480545,0.1093309074640274,0.13719815015792847,0.045148979872465134,0.016531407833099365,GX3hmdAVQOYuZmAEAAAEJ-1,Murder on Middle Beach
0,0.15520422160625458,0.09957326203584671,0.043613214045763016,0.04609139636158943,0.04422299191355705,0.09005843102931976,0.07823078334331512,0.03796215355396271,0.021730845794081688,0.037331677973270416,0.0,0.048328109085559845,0.10627779364585876,0.13396362960338593,0.044815946370363235,0.012595519423484802,GX3x1ugXOg5asuwEAAAAZ,Between The World And Me
0,0.19564910233020782,0.11953474581241608,0.056490641087293625,0.033721450716257095,0.0337502546608448,0.05103684961795807,0.10327082872390747,0.017763052135705948,0.01662367768585682,0.03850458189845085,0.0,0.028301235288381577,0.10555518418550491,0.14437071979045868,0.04001731052994728,0.015410356223583221,GX425zQkSc2NViQEAAAbg,Chelsea Handler: Evolution
0,0.18426138162612915,0.06465738266706467,0.0751132071018219,0.0395951047539711,0.03590507432818413,0.07464887201786041,0.07082036882638931,0.021076690405607224,0.020953521132469177,0.04742550477385521,0.0,0.04236222058534622,0.08246377110481262,0.17187587916851044,0.05489460006356239,0.013946371152997017,GX4YOrQsIwGNViQEAAAGH,A West Wing Special to Benefit When We All Vote
0,0.17486830055713654,0.07240071892738342,0.04636269807815552,0.04607811197638512,0.034624017775058746,0.09558052569627762,0.07591129094362259,0.03615817427635193,0.030104806646704674,0.0316823348402977,0.0,0.0571296364068985,0.11951955407857895,0.11124707013368607,0.04729136824607849,0.021041367202997208,GX4cp4Aifr2NViQEAAAJS,Wendy
0,0.18508818745613098,0.0592932291328907,0.06635696440935135,0.036755483597517014,0.042184099555015564,0.07173316180706024,0.06914793699979782,0.01942134089767933,0.017799511551856995,0.04631093516945839,0.0,0.03763824701309204,0.09570904821157455,0.17279113829135895,0.06326375156641006,0.016506917774677277,GX5A8JQnSPQ2QFgEAAAAC,Roald Dahl’s The Witches
0,0.10065276175737381,0.03498588874936104,0.005588761996477842,0.008444618433713913,0.005105092655867338,0.00902347918599844,0.012457591481506824,0.0047155339270830154,0.0031247143633663654,0.012035314925014973,0.7540149092674255,0.005602605640888214,0.014503201469779015,0.014295777305960655,0.013191519305109978,0.0022583194077014923,GX5LcbQta94uLwgEAAAAE,Havana Street Party Presents: Beatriz Luengo
0,0.1732751727104187,0.1169300302863121,0.045997072011232376,0.05023640766739845,0.04038810729980469,0.07440370321273804,0.06373266130685806,0.035366617143154144,0.023489920422434807,0.036606211215257645,0.0,0.04721129685640335,0.10459580272436142,0.12786927819252014,0.048979029059410095,0.010918610729277134,GX5MHsQzwwIuLwgEAAACp-1,The Flight Attendant
0,0.1802528351545334,0.09093306958675385,0.05163266137242317,0.040964461863040924,0.03837266564369202,0.09039485454559326,0.09101719409227371,0.020852545276284218,0.02372431568801403,0.03510359674692154,0.0,0.046373143792152405,0.1040290892124176,0.11938276141881943,0.0523422434926033,0.014624550007283688,GX5hGtgLeFTccUwEAAAAC-1,Two Weeks to Live
0,0.13458706438541412,0.10001301020383835,0.05088229477405548,0.045454222708940506,0.03480660542845726,0.07361561059951782,0.1304180920124054,0.03234594687819481,0.0205876212567091,0.03491232916712761,0.0,0.033353909850120544,0.10957629233598709,0.13526152074337006,0.05180389806628227,0.012381539680063725,GX5leFQdo8Sx_wwEAAAcr-1,The Cost of Winning
0,0.1392812281847,0.10030722618103027,0.04285923391580582,0.0492682158946991,0.03785219416022301,0.08649025112390518,0.08721175044775009,0.03842873126268387,0.02669404447078705,0.040848080068826675,0.0,0.04989079758524895,0.1166500672698021,0.11194214969873428,0.05129969120025635,0.020976338535547256,GX5lfBgOJ7RKRwgEAAAMG,The Bee Gees: How Can You Mend A Broken Heart
0,0.1862896978855133,0.10738463699817657,0.04673594608902931,0.03741871193051338,0.0325264148414135,0.07362335920333862,0.05833013355731964,0.03068174049258232,0.023096462711691856,0.03772270306944847,0.0,0.06367459893226624,0.127631276845932,0.11923375725746155,0.042141057550907135,0.013509448617696762,GX5ncFA4n856aoQEAAACb-2,My Sesame Street Friends
0,0.18672193586826324,0.10775372385978699,0.04698079451918602,0.03770238161087036,0.03266124054789543,0.07339871674776077,0.05798429250717163,0.03085004910826683,0.023867854848504066,0.03759429231286049,0.0,0.060566119849681854,0.12959377467632294,0.11837080866098404,0.04251139611005783,0.013442662544548512,GX5ncFA4n856aoQEAAACb-4,My Sesame Street Friends
0,0.012142363935709,0.0034463410265743732,0.0011558651458472013,0.0012386710150167346,0.0009637228213250637,0.0019355135736986995,0.0023241459857672453,0.0009388986509293318,0.000596065481659025,0.001190334907732904,0.9656301140785217,0.0010995275806635618,0.0025473455898463726,0.002694362075999379,0.0016014566645026207,0.000495212443638593,GX68GDw1CD8LDJwEAAAAG,The King of Staten Island
0,0.20064593851566315,0.10922473669052124,0.040820639580488205,0.04568895325064659,0.0367448665201664,0.10480947047472,0.06337035447359085,0.0334632433950901,0.02092558704316616,0.03439358249306679,0.0,0.03724868968129158,0.08699195832014084,0.13439232110977173,0.04108499363064766,0.010194648057222366,GX6AKHwKaG8PDUAEAAAAC,Superintelligence
0,0.1685905009508133,0.1114450991153717,0.0033855498768389225,0.008142289705574512,0.01006284262984991,0.02258147858083248,0.20209892094135284,0.005432446487247944,0.0021319387014955282,0.017951268702745438,0.3904270827770233,0.004837736953049898,0.009006908163428307,0.02382696606218815,0.017602935433387756,0.002476002788171172,GX6BA9wumwpbDwgEAAAA4-2,Full Bloom
0,0.17829851806163788,0.09615111351013184,0.04211681708693504,0.04387463629245758,0.03743842616677284,0.08651529252529144,0.08969137072563171,0.04110924154520035,0.02047981321811676,0.036717116832733154,0.0,0.040755823254585266,0.1104462668299675,0.1058366596698761,0.05179121717810631,0.018777675926685333,GX6BmhQFfK8PDUAEAAACC,Diego Torres Sinfónico
0,0.18977874517440796,0.08912580460309982,0.04034653678536415,0.03720399737358093,0.04045959562063217,0.07757056504487991,0.07221147418022156,0.02927490882575512,0.022014079615473747,0.03284875676035881,0.0,0.06366313993930817,0.1190498024225235,0.1341691017150879,0.03967322036623955,0.012610302306711674,GX6MziQh41pYSwwEAAAK4-1,I Hate Suzie
0,0.26511886715888977,0.14222723245620728,0.007406988181173801,0.008594638668000698,0.014361665584146976,0.01621883362531662,0.15671208500862122,0.005166505463421345,0.008610216900706291,0.014199099503457546,0.3109709620475769,0.005420790519565344,0.008199484087526798,0.023607436567544937,0.010110932402312756,0.0030742459930479527,GX6MzzwZycJYSwwEAAALF-2,12 Dates of Christmas
0,0.18411818146705627,0.10566499829292297,0.04555296525359154,0.036136336624622345,0.03159927576780319,0.07298171520233154,0.058608729392290115,0.03125280886888504,0.023381145671010017,0.041371989995241165,0.0,0.0659145638346672,0.1273656189441681,0.117332324385643,0.045422960072755814,0.013296338729560375,GX6W67gfRQIGWrQEAAABJ,Colin Quinn & Friends: A Parking Lot Comedy Show
0,0.17418965697288513,0.11157579720020294,0.04808821156620979,0.03541463613510132,0.033569853752851486,0.07402065396308899,0.06301174312829971,0.03132200986146927,0.020853033289313316,0.043977875262498856,0.0,0.06385929137468338,0.1256057769060135,0.11730503290891647,0.043671950697898865,0.013534451834857464,GX6rsqgAIJMPCwgEAAACB-1,Valley of Tears
0,0.16421999037265778,0.08231210708618164,0.038849540054798126,0.04107636213302612,0.038622599095106125,0.10889361053705215,0.10181121528148651,0.03545729070901871,0.02172067202627659,0.038249991834163666,0.0,0.04292072728276253,0.11461358517408371,0.11642194539308548,0.043020591139793396,0.011809753254055977,GX72QuwdZ0yGqwgEAAAY4-1,Heaven's Gate: The Cult of Cults
0,0.18180781602859497,0.09207189828157425,0.04526742547750473,0.04045934975147247,0.03914182633161545,0.07868650555610657,0.07328308373689651,0.0336339995265007,0.026234539225697517,0.03546099364757538,0.0,0.0566132552921772,0.11973964422941208,0.12494563311338425,0.04026465117931366,0.012389407493174076,GX7L7LAlGL8IOwwEAAABN-1,Veneno
0,0.18640945851802826,0.11148607730865479,0.04155902937054634,0.03471366688609123,0.040891870856285095,0.07588224858045578,0.08562099933624268,0.031389884650707245,0.020491907373070717,0.03432163596153259,0.0,0.05455727502703667,0.11663947999477386,0.11498565971851349,0.03991740196943283,0.01113349013030529,GX7QU5AGnhiLDwwEAAAAj,The Fresh Prince of Bel-Air Reunion
0,0.1721293330192566,0.07590921223163605,0.03728083521127701,0.038449402898550034,0.03292553499341011,0.12600110471248627,0.13718566298484802,0.036877889186143875,0.018342994153499603,0.03131325915455818,0.0,0.03330529108643532,0.10477880388498306,0.09573684632778168,0.04206572473049164,0.017698103561997414,GX7UW-gGlNpGpwgEAAAQk,Alabama Snake
0,0.16401518881320953,0.09070809185504913,0.038493502885103226,0.045776572078466415,0.03180892392992973,0.10408394038677216,0.1079513430595398,0.033321138471364975,0.018494846299290657,0.031582605093717575,0.0,0.03822123631834984,0.11856621503829956,0.12325259298086166,0.04198103025555611,0.011742773465812206,GX7WPJgqYpLZJwwEAAABu,Euphoria Special Episode Part 1: Rue
0,0.1693694144487381,0.07286235690116882,0.0376555435359478,0.03542337566614151,0.031573038548231125,0.12398350983858109,0.13737796247005463,0.0372832715511322,0.02063680812716484,0.03196777403354645,0.0,0.03336058557033539,0.10106655210256577,0.1082998737692833,0.0419088676571846,0.017231039702892303,GX7_dBQJHuaipuAEAAAAE,Let Them All Talk
0,0.1909921020269394,0.0834248811006546,0.04358624666929245,0.04078679159283638,0.03686141595244408,0.10169108211994171,0.08693065494298935,0.04213134944438934,0.01839672215282917,0.040005963295698166,0.0,0.03883441537618637,0.1049145832657814,0.10100793838500977,0.049084339290857315,0.021351613104343414,GX8UsVwU-dsLDbAEAAAAc,Homeschool Musical: Class of 2020
0,0.013330592773854733,0.004522703588008881,0.0008505085133947432,0.0012126824585720897,0.0009063211036846042,0.0015257574850693345,0.001909336308017373,0.0007374464767053723,0.0005342917866073549,0.0017993802903220057,0.9643314480781555,0.001438952051103115,0.002417153213173151,0.002350876573473215,0.0016097932821139693,0.0005227737128734589,GX8gh5w1QLC3CCAEAAACv-1,Perfect Life (Vida perfecta)
0,0.24458946287631989,0.16500285267829895,0.007216110825538635,0.008836793713271618,0.010745887644588947,0.014456205070018768,0.12850376963615417,0.005968856625258923,0.009296908974647522,0.01208979357033968,0.34254270792007446,0.005552206188440323,0.007924346253275871,0.025078224018216133,0.009476950392127037,0.002718874253332615,GX8gh5w1QLC3CCAEAAACv-2,Perfect Life (Vida perfecta)
0,0.011591404676437378,0.0056702434085309505,0.0009814174845814705,0.0014112017815932631,0.0008697497542016208,0.002155147958546877,0.003309305990114808,0.0008655044948682189,0.0004476102185435593,0.001685554743744433,0.9634313583374023,0.001165935187600553,0.0023375656455755234,0.0022311091888695955,0.0013377373106777668,0.0005091712810099125,GX90T6QT8fJyYWQEAAANl-1,The Event
0,0.17472684383392334,0.07980156689882278,0.03986333683133125,0.04574349522590637,0.03749528527259827,0.10546179115772247,0.06591928750276566,0.0361456461250782,0.01959851384162903,0.03901682049036026,0.0,0.05621541664004326,0.10320322215557098,0.1331675499677658,0.044147636741399765,0.019493602216243744,GX9KHPw1OIMPCJgEAAAAD,Wonder Woman 1984
0,0.23932306468486786,0.12215019762516022,0.006662151776254177,0.007283964194357395,0.011336593888700008,0.019085673615336418,0.18231020867824554,0.007809358648955822,0.01142287626862526,0.019564872607588768,0.3242388069629669,0.007269947323948145,0.007843723520636559,0.022568468004465103,0.008276605047285557,0.0028534927405416965,GXKN_xQX5csPDwwEAAABj-2,Euphoria
0,0.23050576448440552,0.17001383006572723,0.006022532470524311,0.009210081771016121,0.012911451980471611,0.015552621334791183,0.16135385632514954,0.006063741631805897,0.010400132276117802,0.014705364592373371,0.3110453188419342,0.003382983850315213,0.0068802256137132645,0.0258491151034832,0.012226434424519539,0.00387650472112,GXN2NPADWKJ63mgEAAAN9-1,The American Guest (El huésped americano)
0,0.1752440482378006,0.14263948798179626,0.0035376024898141623,0.010172483511269093,0.009808141738176346,0.016835445538163185,0.14366914331912994,0.00595329562202096,0.002100803656503558,0.012783571146428585,0.4173051416873932,0.004785611759871244,0.009636374190449715,0.01895739883184433,0.023883191868662834,0.002688302891328931,GXRZd8AUueK5TwgEAAAKq-4,The Shop: Uninterrupted
0,0.1380419135093689,0.117311492562294,0.0027064464520663023,0.006648241076618433,0.007620545104146004,0.0094845499843359,0.23138444125652313,0.003950673155486584,0.001504290965385735,0.010938537307083607,0.43678057193756104,0.0031056327279657125,0.009032397530972958,0.010882752947509289,0.007733301259577274,0.002874263795092702,GXRt2ogky7r29bAEAAAGe-2,A Black Lady Sketch Show
0,0.2335672527551651,0.1224692240357399,0.006661810912191868,0.007426835596561432,0.012266510166227818,0.020386533811688423,0.18335585296154022,0.006519290618598461,0.011512293480336666,0.019686074927449226,0.33331799507141113,0.004089200869202614,0.008748909458518028,0.018915323540568352,0.008350977674126625,0.002725902944803238,GXRuC4gJdpm2YwgEAAAF_-2,The Righteous Gemstones
0,0.011243928223848343,0.011655465699732304,0.0010412296978756785,0.0013634796487167478,0.0009982195915654302,0.0023421081714332104,0.0024318003561347723,0.0008462926489301026,0.0004710179637186229,0.0019057664321735501,0.958072304725647,0.0009606379317119718,0.0026360906194895506,0.002461235737428069,0.0010255191009491682,0.0005449046147987247,GXSySggmEBE6olAEAAAJs-1,C.B. Strike
0,0.01585988514125347,0.007877933792769909,0.0010528360726311803,0.0016269583720713854,0.0010590114397928119,0.0019432493718340993,0.003939708229154348,0.0009216968319378793,0.0007208242896012962,0.0022405574563890696,0.9500887393951416,0.0017666224157437682,0.0030933325178921223,0.0051605538465082645,0.0021561849862337112,0.000491936516482383,GXSySggmEBE6olAEAAAJs-2,C.B. Strike
0,0.1825239360332489,0.08660779148340225,0.04089648276567459,0.04414147511124611,0.042402442544698715,0.07370013743638992,0.10466209053993225,0.03554825112223625,0.01630435138940811,0.039853785187006,0.0,0.03731686249375343,0.0996062383055687,0.1338258683681488,0.04609142243862152,0.016518890857696533,GXYUhuQ6aq6nCVgEAAAlR-2,His Dark Materials
0,0.008647114038467407,0.002558920532464981,0.0008621534216217697,0.0011132422368973494,0.0007672712672501802,0.001953490311279893,0.002652640687301755,0.0007465931121259928,0.0003768529277294874,0.0016973167657852173,0.9719112515449524,0.0010663986904546618,0.002100972691550851,0.0018437044927850366,0.0012973786797374487,0.0004047177790198475,GX_3YsgTKcK_CSwEAAAAp,Locked Down
0,0.0198782067745924,0.005179328843951225,0.0015883236192166805,0.001907195313833654,0.0012859321432188153,0.002635380020365119,0.019888142123818398,0.0010560699738562107,0.000770806334912777,0.0031006145291030407,0.9274858832359314,0.0013166762655600905,0.0035947251599282026,0.004581645596772432,0.0049195620231330395,0.0008115272503346205,GX_4Yaww4-L6pXwEAAAAE,Euphoria Special Episode Part 2: Jules
0,0.0089722266420722,0.005924367345869541,0.0011666922364383936,0.0017995163798332214,0.0010826104553416371,0.002234275918453932,0.005165452137589455,0.0009574858704581857,0.0006653993623331189,0.00300219957716763,0.9578779339790344,0.0012688306160271168,0.003277432406321168,0.003828437766060233,0.0021929838694632053,0.0005841279635205865,GX_8K2QdX5ojCXwEAAAAE,Fake Famous
0,0.010373617522418499,0.0036780708469450474,0.0009497956489212811,0.0011455342173576355,0.000766871205996722,0.0016995148034766316,0.0026197645347565413,0.0008448005537502468,0.0005774205201305449,0.0018747348804026842,0.9683074355125427,0.0008988399640657008,0.0023509138263761997,0.0024244545493274927,0.0010604384588077664,0.0004278281703591347,GX_NAWQtssKHDwwEAAAAL-1,Tiger
